prompt,completion,url
"Brand is Geox. Occasion Type is Casual. Main Shoe Material is Textile. Shoe Or Boot Style is Fashion Trainers. Fastening is Lace-Up. Toe Detail is Round. Composition is Upper: textile/suede/leather, Sole: ruber/synthetic, Lining: textile/microfibre.","With its outfit-friendly and contemporary-looking running-shoe design, this men's Dolomia ABX sneaker is an essential addition to any man's closet. With a waterproof surface which makes it ideal for bad weather, it has been made from smooth leather and nylon and is the perfect solution for off-duty everyday occasions.	
Amphibiox features advanced waterproof technology from the world of professional outdoor wear hidden in the form of a fashionable shoe. Be ready for everything the city throws at you, with Amphibiox, the perfect footwear choice for any condition. Amphibiox is top of the range in terms of Geox’s waterproof products. It stands out from other waterproof shoes by employing the use of Geox’s pioneering waterproof and breathable sole, pairing it with a series of innovative technologies (including some of Geox’s own patents) on the upper, in order to achieve durable water resistance and breathability.
The special Amphibiox membrane protects against rain, mud and snow, leaving your foot completely dry. The high breathability helps with natural internal temperature regulation, removing moisture from the shoe and guaranteeing freshness or warmth depending on the external temperature. Shoes featuring Amphibiox technology have been designed to provide different levels of water resistance depending on your needs. This model is recommended for outdoor activities, even in heavy rain.",https://www.johnlewis.com/geox-wide-fit-dolomia-abx-trainers/navy/p109068930
Brand is Vans. Occasion Type is Casual. Main Shoe Material is Canvas. Shoe Or Boot Style is Plimsolls. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: canvas; Sole: rubber.,"With a cushioned insole for superb comfort, this pair of trainers from Vans boast a classic canvas construction.
Lacing up at the front, they're complete with a textured sole giving you all the grip needed when skateboarding or for general everyday use.",https://www.johnlewis.com/vans-filmore-canvas-trainers-retro-blue/p110129567
"Sub-Brand is BOSS. Brand is HUGO BOSS. Occasion Type is Casual. Main Shoe Material is Leather. Shoe Or Boot Style is Fashion Trainers. Fastening is Lace-Up. Toe Detail is Closed Toe, Round. Range is Business. Material is Upper: leather, Sole: synthetic, Lining: polyester.","Sporty lace-up trainers in smooth leather with logo details and a signature-stripe trim, by BOSS.",https://www.johnlewis.com/boss-clint-leather-lace-up-trainers/black/p109833923
"Washing Instructions is Do Not Wash. Brand is Geox. Occasion Type is Casual. Main Shoe Material is Suede. Shoe Or Boot Style is Fashion Trainers. Fastening is Lace-Up. Comfort and Fit is Wide Fit. Toe Detail is Closed Toe, Round. Material is Upper: suede/fabric, Lining: synthetic, Sole: rubber.","In a classic sporty shape with a dash of contemporary attitude, these trainers from Geox boast a luxurious suede construction.
Lacing up for a snug fit, they're the perfect choice for the weekend.
The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",https://www.johnlewis.com/geox-spherica-ec3-suede-trainers-navy/p109927203
"Washing Instructions is Sponge Clean Only. Brand is Calvin Klein. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: leather, Sole: rubber.","Add a pop of colour to your look with these low-top trainers from Calvin Klein Jeans. 
Made from 100% soft cactus leather, they feature a lace-up fastening and chunky rubber sole.
With contrast mix media panelling, they're finished with signature CKJ logo branding on the side, tongue and heel for a subtle branded touch.",https://www.johnlewis.com/calvin-klein-leather-low-top-chunky-heel-trainers-marshmallow-acacia/p110183433
"Washing Instructions is Wipe Clean Only. Brand is adidas. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Textile. Toe Detail is Round. Composition is Upper: synthetic/leather, Sole: rubber, Lining: textile.","These men's adidas trainers are ready for everyday wear no matter the occasion.
They blend into any wardrobe with unmistakable basketball inspiration and bold details that are straight out of the adidas archive, including suede 3-Stripes and exposed foam on the tongue.
The rubber cupsole provides a stable and comfortable foundation for all-day wear.",https://www.johnlewis.com/adidas-hoops-3-0-mens-trainers/white-gum/p6185959
"Brand is Dune. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: leather, Sole: synthetic, Lining: synthetic.","Keep your leisurewear fresh this season with this classic Thorin trainer from Dune.
Crafted from luxurious materials, and accented with topstitching and perforated panels, this sleek lace-up option is an easy way to elevate the everyday. Set on a contrasting cup sole, this timeless style is sure to put a spring in your step.",https://www.johnlewis.com/dune-thorin-leather-lace-up-trainers/tan/p109993539
"Sub-Brand is Polo Ralph Lauren. Washing Instructions is Wipe Clean. Brand is Ralph Lauren. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Suede. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: suede, Sole: rubber.","These low-top lace-up Sayet trainers from Polo Ralph Lauren are made from suede with minimalist styling.
With a cushioned insole and rubber sole, they're completed with the brand's signature Pony logo.",https://www.johnlewis.com/polo-ralph-lauren-sayer-suede-trainers/white/p110088814
"Washing Instructions is Wipe clean only. Brand is On. Occasion Type is Casual. Shoe Or Boot Style is Sports Trainers. Main Shoe Material is Polyester. Fastening is Lace-Up. Toe Detail is Closed Toe. Composition is Upper: polyester, Sole: rubber.","Updating the classic sporty silhouette for the new season, these trainers from On boast durable uppers that are built to last.
Fastening with laces, pair with jeans and a relaxed shirt for off-duty days.",https://www.johnlewis.com/on-the-roger-spin-trainers-white/p109830689
"Brand is Good News. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Cotton. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: 100% cotton, Sole: recycled EVA. Sustainable Material is GOTS Certified, Recycled.","Its lightest shoe yet, Kook from Good News features a lightweight Bloom EVA outsole offering heel-to-toe comfort and responsiveness from step-in to step-out. 
The boldly curved outsole is hand-crafted in Portugal and features a light breathable footbed for supreme underfoot cushioning and added bounce.",https://www.johnlewis.com/good-news-kook-low-top-trainers-oatmeal/p109429937
"Sport & Fitness Activity is Running. Washing Instructions is Hand Wash Only. Brand is On. Occasion Type is Casual. Shoe Or Boot Style is Sports Trainers. Main Shoe Material is Polyester. Performance Running Type is Cushioned. Fabric Features is Breathable. Composition is Upper: synthetic mesh, Sole: rubber.","The more you run or walk, the more room you need. On trainers and boots are typically designed narrower in the heel and tongue; please consider going up a size if you have wide feet.
Designed to be the lightest fully cushioned running shoe, the Cloud is a true On icon. Since launching in 2014, it's topped Olympic podiums and walked Parisian catwalks, winning awards and fans all over the world. Stylishly concealing state of the art running technology, the Cloud is the perfect performance shoe for all day, every day wear. It's the best-selling On for a reason.

 Padded with Zero-Gravity foam and CloudTec® in the outsole to provide soft, cushioned landings, the reshaped Cloud elements on the sole deliver superior performance and grip across all terrains. That means you've got no excuse to skip out on training if it's a bit wet outside.
Fitted with a moulded heel that provides a snug, secure fit, the Speedboard™ transforms energy generated upon landing into forward motion. This means the more you push yourself out on the road, the more energy you're going to be getting back in return. The signature speed-lacing system lets your foot slip in and out with ease, yet keeps the shoe firmly in place on the move.

 The Cloud is famous for its unmatched step-in feel, thanks to the blend of soft-touch fabrics used in the upper. The breathable, antimicrobial mesh provides stay-fresh comfort, while soft, no-sew taped reinforcements across the shoe and toe cap support the perfect fit.",https://www.johnlewis.com/on-cloud-5-mens-running-shoes/blue/p6137710
"Sport & Fitness Activity is Running. Washing Instructions is Sponge Clean Only. Brand is ASICS. Occasion Type is Casual. Shoe Or Boot Style is Sports Trainers. Main Shoe Material is Synthetic. Performance Running Type is Cushioned. Fabric Features is Breathable. Comfort and Fit is Underfoot Cushioning. Composition is Upper: synthetic textile, Sole: rubber.","The GEL-KAYANO 29 creates a stable running experience and a more responsive feel underfoot.


Featuring a low-profile external heel counter, this piece comfortably cradles your foot with advanced rearfoot support. ASICS has also updated the midsole with FF BLAST™ PLUS cushioning. to help keep the shoe lightweight while creating a more energized rebound in each step. 


A LITETRUSS™ stability feature is placed on the midsole’s inside angle to help keep your foot from rolling too far inward during your stride.",https://www.johnlewis.com/asics-gel-kayano-29-mens-running-shoes/black-white/p6297053
"Sport & Fitness Activity is Running. Washing Instructions is Wipe Clean Only   . Brand is New Balance. Occasion Type is Casual. Performance Running Type is Neutral. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Suede. Fastening is Lace-Up. Comfort and Fit is Flexible Sole, Underfoot Cushioning. Toe Detail is Round. Composition is Upper: suede/mesh, Sole: rubber.","The 57/40 is the answer to a simple question - ""what if you updated the greatest New Balance shoe of all time – the 574?""
A modern take on a heritage-inspired style, the midsole combines a flared take on the classic 574 look with ‘90s tech-inspired details, while the mudguard and eyerow feature the distinctive wavy embellishments of the ‘80s.",https://www.johnlewis.com/new-balance-57-40-mens-trainers/p110258570
"Sport & Fitness Activity is Running. Washing Instructions is Wipe Clean Only. Brand is adidas. Occasion Type is Casual. Shoe Or Boot Style is Sports Trainers. Main Shoe Material is Polyester. Performance Running Type is Neutral. Fabric Features is Breathable, Moisture Resistant. Care instructions is Do not use fabric softener, Use mild detergent only. Comfort and Fit is Flexible Sole, Underfoot Cushioning. Material is Upper: synthetic textile, Sole: rubber.","Who says running needs to be uncomfortable? These shoes are designed to help you run comfortable every time, on any terrain. From a precisely balanced mix of Bounce and increased Boost in the midsole to a new padded tongue and heel patch construction, experience comfort with every step.


Supernova 2 is now made with a lower carbon footprint of 10% compared to the 2020 Supernova. From raw material extraction, processing, packaging, all the way to the end of product's life, adidas has calculated and communicated their carbon footprint, conforming to an internationally recognized standard: ISO 14067",https://www.johnlewis.com/adidas-supernova-2-mens-running-shoes/halo-silver-core-black-crystal-white/p6307717
"Washing Instructions is Wipe Clean Only. Brand is Skechers. Occasion Type is Smart. Shoe Or Boot Style is Safety. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Composition is Upper: leather, Sole: EVA/rubber, Lining: polyester.","Based on traditional design but progressively modernised to fit the needs of the modern man, this work boot from Skechers are crafted from premium leather.
Complete with a lace-up front, they are sure to fit into your workwear rotation with ease.",https://www.johnlewis.com/skechers-fannter-work-trainers-black/p109295840
"Sport & Fitness Activity is Walking, Hiking & Camping. Washing Instructions is Sponge Clean Only. Brand is Haglöfs. Occasion Type is Casual. Shoe Or Boot Style is Walking. Main Shoe Material is Leather. Fabric Features is Gore-tex, Waterproof. Comfort and Fit is Flexible Sole, Underfoot Cushioning. Material is Upper: leather, Sole: rubber.","Perfect for endurance Nordic mountain adventures and varied terrain, they're equipped with GORE-TEX and high impact cushioning to keep your feet dry and comfortable.
The padded ankles and wet grip traction reinforce stability, so go ahead and pursue your path with confidence.",https://www.johnlewis.com/haglofs-l-i-m-mens-gore-tex-waterproof-walking-boots/p6296265
